person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,OTHER_DEBT,TIME_WITH_BANK,LOAN_PERIOD in days,,
38,66000,RENT,1,PERSONAL,D,10000,15.99,1,0.15,Y,12,83189.58719,2,831,,
36,72000,RENT,8,PERSONAL,B,10000,11.49,0,0.14,N,14,4583.99609,3,458,,
39,75000,MORTGAGE,6,DEBTCONSOLIDATION,A,16000,7.88,0,0.21,N,14,4419.438621,3,441,,
36,72500,RENT,2,MEDICAL,A,10000,7.9,0,0.14,N,11,40856.96684,5,408,,
36,75000,MORTGAGE,2,DEBTCONSOLIDATION,B,14400,10.25,0,0.19,N,15,62219.6701,9,622,,
38,75000,MORTGAGE,13,VENTURE,B,20000,11.36,0,0.27,N,11,63403.61178,7,634,,
36,75000,RENT,5,HOMEIMPROVEMENT,B,10000,11.99,0,0.13,N,12,68818.17411,6,688,,
41,58650,MORTGAGE,15,MEDICAL,B,12000,11.14,1,0.17,N,16,31762.57776,7,317,,
36,75000,MORTGAGE,9,EDUCATION,B,15000,12.18,0,0.2,N,16,98339.93343,3,983,,
37,75000,RENT,3,VENTURE,C,10000,,0,0.13,Y,15,78290.64379,3,782,,
46,62047,RENT,4,MEDICAL,A,10000,9.63,1,0.14,N,13,13500.01854,9,135,,
47,75000,OTHER,1,DEBTCONSOLIDATION,C,12000,12.84,0,0.16,N,11,41882.38846,8,418,,
43,80000,RENT,5,HOMEIMPROVEMENT,B,10000,11.49,0,0.13,N,12,49090.85991,4,490,,
37,75000,MORTGAGE,0,VENTURE,C,17000,11.78,0,0.23,N,11,60453.69124,8,604,,
45,75000,MORTGAGE,2,EDUCATION,B,15000,,0,0.2,N,12,79617.82299,6,796,,
36,80000,RENT,0,PERSONAL,C,10000,13.61,0,0.13,N,14,56918.68318,7,569,,
40,69000,MORTGAGE,21,DEBTCONSOLIDATION,D,13200,13.24,1,0.19,Y,14,80101.86351,8,801,,
37,75600,MORTGAGE,3,DEBTCONSOLIDATION,A,28000,7.49,0,0.37,N,15,60381.57883,1,603,,
40,75600,MORTGAGE,9,VENTURE,A,14000,7.51,0,0.19,N,14,50285.29237,7,502,,
38,75971,MORTGAGE,10,HOMEIMPROVEMENT,D,18125,14.84,0,0.24,Y,12,8781.978824,9,878,,
38,75996,MORTGAGE,12,DEBTCONSOLIDATION,A,3500,7.29,0,0.05,N,13,22575.14453,9,225,,
37,75996,MORTGAGE,2,DEBTCONSOLIDATION,A,4400,,0,0.06,N,17,24351.29722,9,243,,
40,75996,MORTGAGE,0,MEDICAL,C,3600,12.87,0,0.05,N,11,46585.37737,6,465,,
39,76000,MORTGAGE,8,HOMEIMPROVEMENT,A,5000,6.03,0,0.07,N,14,23316.36924,8,233,,
43,76000,MORTGAGE,4,HOMEIMPROVEMENT,D,9150,16.29,0,0.12,Y,16,35891.10605,8,358,,
44,76000,MORTGAGE,3,HOMEIMPROVEMENT,C,3600,14.79,0,0.05,Y,12,46090.33151,5,460,,
37,85000,RENT,3,EDUCATION,C,10000,14.27,0,0.12,N,14,38514.30134,6,385,,
41,76000,MORTGAGE,17,HOMEIMPROVEMENT,A,4800,5.42,0,0.06,N,16,58505.55687,4,585,,
38,76000,MORTGAGE,4,PERSONAL,A,9000,5.99,0,0.12,N,12,33465.33089,8,334,,
38,85000,RENT,9,MEDICAL,B,10000,11.12,0,0.12,N,12,51956.00614,4,519,,
39,85000,RENT,3,PERSONAL,A,10000,9.32,0,0.12,N,16,76434.6435,4,764,,
38,85900,RENT,6,DEBTCONSOLIDATION,B,10000,12.53,0,0.12,N,13,4273.378365,2,427,,
37,90000,RENT,21,VENTURE,A,10000,8.94,0,0.11,N,12,74184.52436,2,741,,
46,76800,MORTGAGE,0,DEBTCONSOLIDATION,C,13000,15.96,0,0.17,Y,13,99168.00702,8,991,,
36,76800,MORTGAGE,18,PERSONAL,A,6200,5.99,0,0.08,N,17,8372.608242,4,837,,
49,70872,MORTGAGE,4,DEBTCONSOLIDATION,D,15000,14.84,1,0.21,N,11,4014.727945,9,401,,
36,92000,RENT,5,DEBTCONSOLIDATION,B,10000,11.71,0,0.11,N,16,32136.22851,2,321,,
47,93000,RENT,1,PERSONAL,B,10000,,0,0.11,N,16,98990.47952,7,989,,
43,77000,MORTGAGE,3,EDUCATION,A,12000,5.99,0,0.16,N,16,56261.01605,7,562,,
40,77000,MORTGAGE,9,EDUCATION,B,12000,,0,0.16,N,12,61407.63153,2,614,,
37,77000,MORTGAGE,,MEDICAL,A,4500,6.99,0,0.06,N,12,55663.8501,5,556,,
36,77000,MORTGAGE,7,PERSONAL,A,6000,6.99,0,0.08,N,12,30344.84234,3,303,,
41,95000,RENT,3,VENTURE,D,10000,16.49,0,0.11,N,16,85761.43235,7,857,,
38,50400,RENT,5,DEBTCONSOLIDATION,B,10100,11.49,0,0.2,N,16,63250.93721,5,632,,
36,77000,MORTGAGE,2,EDUCATION,E,10000,16.35,0,0.13,Y,13,4967.036439,1,496,,
37,77000,MORTGAGE,2,VENTURE,C,15000,12.29,0,0.19,N,15,8838.363195,9,883,,
37,42000,RENT,3,PERSONAL,C,10200,13.16,0,0.24,N,14,45981.88256,3,459,,
48,55000,RENT,9,MEDICAL,C,10200,13.92,0,0.19,N,16,24361.2481,6,243,,
37,78000,RENT,14,EDUCATION,C,10200,13.06,0,0.13,Y,13,38749.33936,2,387,,
48,83500,RENT,7,EDUCATION,A,10200,5.79,0,0.12,N,14,50212.44493,9,502,,
38,77250,OWN,4,VENTURE,A,3000,8.59,0,0.04,N,15,46350.43077,4,463,,
39,77256,MORTGAGE,16,HOMEIMPROVEMENT,B,10000,11.86,0,0.13,N,11,66531.86622,1,665,,
36,132000,RENT,3,HOMEIMPROVEMENT,A,10200,7.51,0,0.08,N,13,98166.72043,5,981,,
39,26000,RENT,11,DEBTCONSOLIDATION,A,11000,8.59,1,0.42,N,12,92076.15543,2,920,,
47,77533,MORTGAGE,19,EDUCATION,B,25000,10.99,0,0.32,N,14,3780.786283,6,378,,
49,77736,MORTGAGE,,DEBTCONSOLIDATION,A,8000,6.03,0,0.1,N,17,65376.17617,9,653,,
42,36000,RENT,0,MEDICAL,C,11000,11.97,1,0.31,Y,16,72478.29338,4,724,,
39,60000,RENT,1,MEDICAL,B,11025,10.59,0,0.18,N,12,4209.828482,4,420,,
38,35000,RENT,22,EDUCATION,A,11100,6.62,1,0.32,N,14,11896.13224,2,118,,
42,78000,MORTGAGE,6,EDUCATION,B,20000,10.99,0,0.26,N,11,52122.14448,7,521,,
38,78000,MORTGAGE,0,HOMEIMPROVEMENT,A,3225,5.79,0,0.04,N,13,27338.36002,4,273,,
37,40000,OWN,6,PERSONAL,B,3000,9.91,0,0.07,N,15,38544.28004,6,385,,
38,78000,MORTGAGE,8,EDUCATION,A,6250,6.76,0,0.08,N,16,49233.15217,6,492,,
36,78000,MORTGAGE,7,PERSONAL,A,15000,7.88,0,0.19,N,16,82362.65064,2,823,,
36,62200,RENT,3,HOMEIMPROVEMENT,B,11200,10.59,0,0.18,N,16,34046.00485,6,340,,
38,78000,MORTGAGE,19,VENTURE,A,4575,7.74,0,0.06,N,14,32370.66276,6,323,,
42,66000,RENT,9,DEBTCONSOLIDATION,A,11200,5.79,0,0.17,N,12,21760.63901,7,217,,
39,78000,MORTGAGE,5,EDUCATION,C,12000,13.57,0,0.15,N,11,10346.13825,6,103,,
45,68000,RENT,13,PERSONAL,C,11200,,0,0.16,N,17,13361.33459,1,133,,
37,78000,MORTGAGE,5,DEBTCONSOLIDATION,B,12000,9.83,0,0.15,N,11,67353.22327,2,673,,
42,78000,MORTGAGE,4,MEDICAL,C,8000,10.78,0,0.1,Y,13,12724.38264,3,127,,
42,78456,MORTGAGE,5,MEDICAL,B,25000,10.36,0,0.32,N,16,5952.39172,5,595,,
40,132000,RENT,18,DEBTCONSOLIDATION,C,11200,12.68,0,0.08,N,12,49784.78905,7,497,,
50,150000,RENT,0,HOMEIMPROVEMENT,B,11200,11.14,0,0.07,N,11,76372.74329,6,763,,
36,40000,RENT,2,EDUCATION,C,11250,14.27,0,0.28,N,12,92514.5235,9,925,,
45,33600,RENT,8,VENTURE,D,11300,12.17,1,0.34,N,11,35107.68138,7,351,,
39,78840,MORTGAGE,18,DEBTCONSOLIDATION,B,15000,11.71,0,0.19,N,13,82134.34041,8,821,,
42,60000,RENT,3,PERSONAL,C,11300,13.61,0,0.19,Y,14,19163.80383,4,191,,
43,79000,MORTGAGE,3,HOMEIMPROVEMENT,B,4000,8.88,0,0.05,N,12,44586.90536,3,445,,
36,79200,MORTGAGE,19,PERSONAL,A,10000,6.03,0,0.13,N,14,45382.68713,7,453,,
47,79500,MORTGAGE,0,EDUCATION,A,16000,7.51,0,0.2,N,13,55126.81856,8,551,,
41,33150,RENT,5,EDUCATION,C,11500,12.98,1,0.35,N,15,15600.86345,7,156,,
40,62540,MORTGAGE,5,MEDICAL,F,7500,19.04,1,0.1,Y,12,25329.96795,3,253,,
37,39600,RENT,2,PERSONAL,C,11500,13.48,0,0.29,N,15,10976.36102,8,109,,
39,41725,RENT,4,VENTURE,D,11500,14.09,0,0.28,Y,13,75041.80486,7,750,,
40,40000,OWN,2,EDUCATION,E,10000,,0,0.25,N,16,3167.068878,5,316,,
39,55600,RENT,0,HOMEIMPROVEMENT,C,11500,13.22,0,0.21,N,11,29650.18908,9,296,,
41,80000,OWN,24,VENTURE,B,17000,,0,0.21,N,16,46067.54621,7,460,,
44,80000,MORTGAGE,14,MEDICAL,A,10000,6.03,0,0.13,N,15,66829.39013,1,668,,
37,73000,RENT,4,DEBTCONSOLIDATION,B,11500,12.21,0,0.16,N,11,26566.05306,7,265,,
40,40000,OWN,12,HOMEIMPROVEMENT,B,13750,8.88,0,0.34,N,16,66072.72744,2,660,,
37,74000,MORTGAGE,6,PERSONAL,D,10000,16.29,1,0.14,N,14,90923.40632,1,909,,
43,30000,RENT,0,PERSONAL,C,11525,13.57,1,0.38,Y,17,62067.85873,9,620,,
36,80000,MORTGAGE,4,VENTURE,A,10000,6.62,0,0.13,N,14,48894.40956,9,488,,
37,80000,MORTGAGE,8,DEBTCONSOLIDATION,A,13000,6.62,0,0.16,N,13,29085.47564,9,290,,
36,80000,MORTGAGE,3,VENTURE,B,12025,10.65,0,0.15,N,16,8952.006809,3,895,,
43,55000,RENT,3,MEDICAL,B,11750,10.99,0,0.21,N,17,40603.29187,8,406,,
42,62900,MORTGAGE,26,MEDICAL,C,3000,,1,0.04,N,14,29418.57387,6,294,,
48,20400,RENT,4,MEDICAL,A,12000,7.49,1,0.59,N,12,37352.98954,7,373,,
42,80000,MORTGAGE,3,PERSONAL,B,10000,11.49,0,0.13,N,14,82441.80123,5,824,,
43,80000,MORTGAGE,3,VENTURE,A,9800,5.99,0,0.12,N,17,23528.03828,3,235,,
47,27000,RENT,2,PERSONAL,D,12000,13.3,1,0.44,N,12,86335.53298,1,863,,
36,80000,MORTGAGE,5,EDUCATION,B,20000,10.99,0,0.25,N,15,39129.65408,2,391,,
43,80000,MORTGAGE,20,DEBTCONSOLIDATION,A,10000,6.99,0,0.13,N,15,57385.71917,9,573,,
37,30000,RENT,8,VENTURE,B,12000,12.42,1,0.4,N,15,86894.3078,5,868,,
44,30000,RENT,2,DEBTCONSOLIDATION,B,12000,11.11,1,0.4,N,15,94708.70682,8,947,,
42,80000,MORTGAGE,8,PERSONAL,B,5000,11.99,0,0.06,N,17,634.9938146,9,634,,
44,30000,RENT,0,MEDICAL,B,12000,11.83,1,0.4,N,11,74892.95155,7,748,,
49,74000,MORTGAGE,20,DEBTCONSOLIDATION,E,12000,17.99,1,0.16,N,15,86004.435,4,860,,
43,80000,MORTGAGE,3,PERSONAL,A,10000,,0,0.13,N,16,50591.71193,9,505,,
36,80000,MORTGAGE,20,DEBTCONSOLIDATION,A,5000,7.29,0,0.06,N,16,27596.10358,4,275,,
46,80000,MORTGAGE,13,HOMEIMPROVEMENT,D,20000,14.54,0,0.25,N,13,25379.66197,1,253,,
37,32000,RENT,0,VENTURE,A,12000,7.49,1,0.38,N,15,86475.75276,9,864,,
38,80000,MORTGAGE,7,HOMEIMPROVEMENT,A,10000,7.29,0,0.13,N,16,94414.78164,9,944,,
39,80000,MORTGAGE,18,PERSONAL,C,5600,13.43,0,0.07,N,13,62999.45527,4,629,,
37,80000,MORTGAGE,5,DEBTCONSOLIDATION,B,10000,9.99,0,0.13,N,13,85209.13919,8,852,,
36,33600,RENT,3,EDUCATION,B,12000,11.36,1,0.36,N,13,17427.93784,6,174,,
37,40000,OWN,1,VENTURE,B,15000,11.48,0,0.38,N,14,91575.56819,1,915,,
37,80000,MORTGAGE,0,HOMEIMPROVEMENT,C,3000,,0,0.04,Y,15,11963.50986,7,119,,
46,80000,MORTGAGE,3,HOMEIMPROVEMENT,A,10000,6.17,0,0.13,N,13,13932.17101,2,139,,
47,80000,MORTGAGE,2,EDUCATION,A,10000,6.54,0,0.13,N,13,96750.87973,3,967,,
38,80000,MORTGAGE,5,DEBTCONSOLIDATION,C,4000,12.98,0,0.05,Y,13,14325.98157,8,143,,
36,74000,MORTGAGE,20,HOMEIMPROVEMENT,F,25000,17.8,1,0.34,Y,11,47746.59499,6,477,,
39,80000,MORTGAGE,0,HOMEIMPROVEMENT,C,19800,13.23,0,0.25,Y,13,16764.25291,5,167,,
46,80000,MORTGAGE,8,VENTURE,B,5000,11.86,0,0.06,N,15,66449.74103,1,664,,
36,80000,MORTGAGE,9,EDUCATION,C,6000,,0,0.07,N,11,72885.08133,6,728,,
38,36500,RENT,3,EDUCATION,A,12000,7.51,1,0.33,N,11,50943.27244,5,509,,
38,80000,MORTGAGE,2,MEDICAL,C,5000,13.85,0,0.06,N,15,72374.04067,1,723,,
44,80000,MORTGAGE,3,DEBTCONSOLIDATION,C,15000,13.11,0,0.19,N,16,79692.02507,4,796,,
44,80000,MORTGAGE,28,VENTURE,D,25000,15.33,0,0.31,Y,17,3750.879319,6,375,,
37,38200,RENT,0,VENTURE,A,12000,8.94,1,0.31,N,14,32975.40229,4,329,,
37,38304,RENT,3,PERSONAL,A,12000,7.88,1,0.31,N,12,81870.96009,7,818,,
37,80000,MORTGAGE,18,MEDICAL,B,20000,11.83,0,0.25,N,13,23024.55728,4,230,,
36,74000,MORTGAGE,4,EDUCATION,B,10250,11.48,1,0.14,N,15,2754.174711,6,275,,
48,80000,MORTGAGE,0,DEBTCONSOLIDATION,A,7700,9.63,0,0.1,N,11,4352.752982,8,435,,
36,74000,MORTGAGE,4,PERSONAL,C,10000,11.03,1,0.14,N,15,34757.43141,1,347,,
36,80000,MORTGAGE,0,EDUCATION,B,15000,10.71,0,0.19,N,14,73520.45431,8,735,,
39,39996,RENT,1,VENTURE,B,12000,10.74,0,0.3,N,16,85474.41128,1,854,,
39,80000,OWN,0,MEDICAL,C,5000,11.22,0,0.06,N,13,70557.10484,8,705,,
37,40000,RENT,0,MEDICAL,B,12000,9.91,0,0.3,N,16,86728.65026,5,867,,
41,62903,MORTGAGE,4,MEDICAL,B,9600,10,1,0.13,N,12,91381.42842,6,913,,
38,40000,RENT,19,VENTURE,B,12000,10.59,0,0.3,N,11,15924.94791,6,159,,
40,80004,MORTGAGE,15,EDUCATION,A,9500,7.51,0,0.12,N,12,79670.22472,6,796,,
47,80004,MORTGAGE,5,EDUCATION,B,7000,,0,0.09,N,15,95841.2657,8,958,,
44,80100,MORTGAGE,16,MEDICAL,B,8000,10.38,0,0.1,N,16,9296.827237,2,929,,
44,80160,MORTGAGE,13,DEBTCONSOLIDATION,C,5500,13.92,0,0.07,Y,13,28070.68199,1,280,,
37,42000,RENT,0,MEDICAL,A,12000,,0,0.29,N,13,71611.84102,5,716,,
42,42000,RENT,0,PERSONAL,B,12000,10.37,0,0.29,N,11,39896.61672,3,398,,
38,81000,MORTGAGE,3,PERSONAL,C,10000,14.27,0,0.12,Y,16,89914.84798,8,899,,
36,81000,MORTGAGE,9,HOMEIMPROVEMENT,C,6000,12.99,0,0.07,N,17,41130.04432,8,411,,
38,81000,MORTGAGE,0,EDUCATION,B,11000,10.36,0,0.14,N,14,63612.33248,3,636,,
38,81000,OWN,4,EDUCATION,B,7000,9.99,0,0.09,N,11,86307.47339,9,863,,
40,81000,MORTGAGE,10,HOMEIMPROVEMENT,A,20000,6.17,0,0.25,N,14,38756.6756,8,387,,
40,81120,MORTGAGE,1,EDUCATION,B,24000,9.25,0,0.3,N,15,99904.90739,8,999,,
38,81120,MORTGAGE,5,HOMEIMPROVEMENT,B,8000,11.12,0,0.1,N,12,28932.74544,9,289,,
50,81510,MORTGAGE,6,MEDICAL,A,5000,,0,0.06,N,14,63276.7138,9,632,,
43,45000,RENT,0,MEDICAL,A,12000,6.91,0,0.27,N,12,79624.50846,2,796,,
48,64430,MORTGAGE,14,MEDICAL,D,15000,,1,0.2,Y,12,43593.12637,8,435,,
42,64464,MORTGAGE,13,MEDICAL,E,30000,19.03,1,0.4,N,17,72620.54521,8,726,,
44,39000,RENT,2,MEDICAL,B,12000,11.14,1,0.31,N,15,41602.01455,3,416,,
42,82000,MORTGAGE,13,HOMEIMPROVEMENT,E,26800,,0,0.33,Y,15,65311.57281,6,653,,
39,82000,MORTGAGE,7,HOMEIMPROVEMENT,E,8000,19.42,0,0.1,Y,17,14567.03237,6,145,,
41,82000,MORTGAGE,18,HOMEIMPROVEMENT,A,12000,7.51,0,0.15,N,17,68738.74626,5,687,,
38,46000,RENT,1,MEDICAL,B,12000,9.91,0,0.26,N,16,15534.26043,7,155,,
49,82000,MORTGAGE,4,PERSONAL,D,10000,16.49,0,0.12,Y,12,6510.520207,2,651,,
38,82000,OWN,4,HOMEIMPROVEMENT,B,10000,11.99,0,0.12,N,13,71486.57,8,714,,
37,59448,RENT,6,DEBTCONSOLIDATION,A,12000,6.54,0,0.2,N,16,9641.104407,8,964,,
46,82359,MORTGAGE,6,PERSONAL,A,6600,7.66,0,0.08,N,13,61050.22645,8,610,,
36,82500,MORTGAGE,20,MEDICAL,B,11000,10.65,0,0.13,N,11,17106.16992,8,171,,
40,82531,MORTGAGE,1,MEDICAL,A,6000,,0,0.07,N,14,85056.68447,6,850,,
39,54000,RENT,4,DEBTCONSOLIDATION,C,12000,14.22,1,0.22,Y,12,51011.68818,7,510,,
43,83000,MORTGAGE,13,HOMEIMPROVEMENT,B,3000,9.91,0,0.04,N,17,34209.1622,4,342,,
41,83000,MORTGAGE,6,HOMEIMPROVEMENT,B,3000,11.83,0,0.04,N,12,24247.16796,2,242,,
36,83000,MORTGAGE,0,VENTURE,C,13000,11.97,0,0.16,N,14,56811.35562,9,568,,
37,24000,RENT,3,HOMEIMPROVEMENT,E,3000,19.03,1,0.13,N,11,11662.58336,2,116,,
38,24000,RENT,3,MEDICAL,C,3000,,0,0.13,Y,16,77509.05305,4,775,,
39,24000,RENT,0,HOMEIMPROVEMENT,D,3000,14.12,1,0.13,N,11,90821.37359,6,908,,
38,24996,RENT,2,MEDICAL,B,3000,,1,0.12,N,13,20322.34145,3,203,,
36,83625,MORTGAGE,6,PERSONAL,A,13200,7.51,0,0.16,N,12,27421.42843,8,274,,
36,84000,MORTGAGE,2,PERSONAL,B,6000,12.69,0,0.07,N,13,9699.857618,5,969,,
37,84000,MORTGAGE,21,VENTURE,C,24000,,0,0.29,Y,17,68555.60725,2,685,,
40,27599,RENT,6,VENTURE,B,3000,10.25,0,0.11,N,17,61888.34103,9,618,,
37,84000,MORTGAGE,11,HOMEIMPROVEMENT,C,8225,12.99,0,0.1,Y,11,69570.85447,2,695,,
45,28320,RENT,1,MEDICAL,B,3000,,0,0.11,N,11,22962.6043,7,229,,
38,84000,MORTGAGE,17,HOMEIMPROVEMENT,A,10800,,0,0.13,N,15,15561.38802,8,155,,
38,84000,MORTGAGE,5,VENTURE,B,15000,9.63,0,0.18,N,16,33630.05716,4,336,,
48,29120,RENT,0,DEBTCONSOLIDATION,D,3000,12.49,1,0.1,Y,14,96208.97561,2,962,,
43,84000,MORTGAGE,0,DEBTCONSOLIDATION,A,12000,5.42,0,0.14,N,16,19687.06958,6,196,,
39,84000,OWN,12,EDUCATION,A,9875,7.51,0,0.12,N,15,148.4196862,3,148,,
36,84000,MORTGAGE,14,VENTURE,A,1000,7.51,0,0.01,N,16,32741.04838,3,327,,
38,62000,RENT,3,DEBTCONSOLIDATION,B,12000,,0,0.19,N,16,4096.029964,4,409,,
40,84000,MORTGAGE,4,HOMEIMPROVEMENT,C,17925,14.26,0,0.21,N,16,63965.64813,7,639,,
39,84000,MORTGAGE,2,EDUCATION,A,4000,9.63,0,0.05,N,12,75675.38041,6,756,,
49,84240,MORTGAGE,4,MEDICAL,B,14000,11.89,0,0.17,N,17,89972.12427,1,899,,
36,84996,MORTGAGE,11,PERSONAL,B,3500,12.69,0,0.04,N,16,38995.74689,9,389,,
47,65000,RENT,9,EDUCATION,A,12000,5.42,0,0.18,N,17,42764.12221,8,427,,
37,65000,RENT,4,PERSONAL,D,12000,16.49,0,0.18,N,17,70196.10882,7,701,,
37,65000,RENT,7,EDUCATION,C,12000,13.98,0,0.18,N,15,69473.58018,6,694,,
39,68640,RENT,2,MEDICAL,B,12000,9.33,0,0.17,N,16,4130.897482,4,413,,
40,85000,MORTGAGE,4,HOMEIMPROVEMENT,C,5000,14.27,0,0.06,N,16,72691.36644,6,726,,
42,70000,RENT,6,MEDICAL,B,12000,,0,0.17,N,12,37905.20923,1,379,,
38,85000,MORTGAGE,15,VENTURE,A,15000,6.03,0,0.18,N,15,84732.83214,5,847,,
37,85000,MORTGAGE,4,HOMEIMPROVEMENT,B,5500,12.69,0,0.06,N,11,32178.75536,3,321,,
37,85000,MORTGAGE,19,HOMEIMPROVEMENT,B,10000,9.99,0,0.12,N,16,9986.156415,1,998,,
37,85000,MORTGAGE,17,HOMEIMPROVEMENT,B,8000,11.99,0,0.09,N,17,81548.82336,6,815,,
38,85000,MORTGAGE,4,PERSONAL,B,6000,10.99,0,0.07,N,14,75457.45497,9,754,,
36,73000,MORTGAGE,3,DEBTCONSOLIDATION,D,8000,17.49,1,0.11,N,17,38421.56376,6,384,,
36,72800,RENT,1,VENTURE,A,12000,7.66,0,0.16,N,12,28034.84762,1,280,,
37,85000,MORTGAGE,2,VENTURE,A,5600,5.42,0,0.07,N,13,37946.94115,5,379,,
38,85000,MORTGAGE,5,VENTURE,A,10000,,0,0.12,N,12,88954.53619,4,889,,
42,85000,MORTGAGE,10,HOMEIMPROVEMENT,D,8500,15.58,0,0.1,Y,12,68020.76459,1,680,,
37,37000,OWN,5,VENTURE,B,6075,11.86,0,0.16,N,14,53034.81917,7,530,,
39,85000,MORTGAGE,2,VENTURE,B,5000,11.86,0,0.06,N,15,32409.6974,9,324,,
48,85000,MORTGAGE,0,EDUCATION,A,10000,7.51,0,0.12,N,13,32275.12891,2,322,,
37,42000,RENT,3,VENTURE,A,3000,7.51,0,0.07,N,13,77066.22844,4,770,,
47,85000,MORTGAGE,5,DEBTCONSOLIDATION,A,5500,6.76,0,0.06,N,12,32383.97659,2,323,,
41,37000,OWN,0,VENTURE,C,10000,13.79,0,0.27,Y,13,10542.51596,2,105,,
40,85000,MORTGAGE,1,EDUCATION,C,10000,12.87,0,0.12,N,11,75820.59139,7,758,,
36,85000,OWN,2,EDUCATION,D,8000,14.96,0,0.09,N,14,55582.9024,6,555,,
43,75000,RENT,0,HOMEIMPROVEMENT,A,12000,7.9,0,0.16,N,16,19252.68157,4,192,,
37,85000,OWN,3,EDUCATION,F,10000,18.43,0,0.12,Y,16,37527.24016,8,375,,
45,36700,OWN,7,PERSONAL,A,2000,7.51,0,0.05,N,16,21788.74411,3,217,,
39,85000,MORTGAGE,1,PERSONAL,A,12000,9.32,0,0.14,N,13,25592.36487,3,255,,
46,85000,OTHER,0,HOMEIMPROVEMENT,A,1000,7.68,0,0.01,N,12,84471.25194,5,844,,
47,85000,MORTGAGE,3,HOMEIMPROVEMENT,A,10000,8.07,0,0.12,N,15,75939.49095,7,759,,
46,85000,OWN,1,VENTURE,A,5000,7.43,0,0.06,N,13,11364.4748,9,113,,
44,85280,MORTGAGE,4,PERSONAL,B,7000,10.62,0,0.08,N,12,96799.65412,4,967,,
39,86000,MORTGAGE,10,HOMEIMPROVEMENT,A,8500,6.03,0,0.1,N,11,48125.15389,6,481,,
36,62900,MORTGAGE,5,MEDICAL,C,6250,13.49,1,0.08,N,12,15060.7995,7,150,,
42,75744,RENT,2,EDUCATION,D,12000,14.91,1,0.16,Y,12,77658.5768,2,776,,
42,82000,RENT,10,VENTURE,D,12000,13.24,0,0.15,Y,13,67005.13249,4,670,,
48,83000,RENT,2,VENTURE,B,12000,10.99,0,0.14,N,17,58792.58592,7,587,,
43,86004,MORTGAGE,2,HOMEIMPROVEMENT,B,10000,9.99,0,0.12,N,14,44520.86012,6,445,,
44,36000,OWN,5,EDUCATION,D,4000,16.29,0,0.11,N,11,19292.19101,6,192,,
36,36000,OWN,4,MEDICAL,D,10000,16.29,0,0.28,Y,17,6852.709216,9,685,,
43,86015,MORTGAGE,3,VENTURE,B,2200,,0,0.03,N,16,73143.75352,6,731,,
43,86044,MORTGAGE,16,HOMEIMPROVEMENT,A,6500,7.74,0,0.08,N,13,11308.22888,9,113,,
36,84695,RENT,2,MEDICAL,A,12000,7.29,0,0.14,N,14,60085.00273,7,600,,
37,86500,MORTGAGE,13,EDUCATION,A,6500,7.14,0,0.08,N,13,11494.30996,2,114,,
40,86500,MORTGAGE,2,HOMEIMPROVEMENT,B,10000,10.25,0,0.12,N,16,49637.73191,9,496,,
47,86500,MORTGAGE,13,MEDICAL,C,24000,,0,0.28,N,17,93374.51394,7,933,,
39,85000,RENT,4,HOMEIMPROVEMENT,A,12000,6.03,0,0.14,N,12,58244.45479,4,582,,
38,86760,MORTGAGE,,PERSONAL,D,5000,15.58,0,0.06,N,12,90547.97271,9,905,,
46,86807,MORTGAGE,0,VENTURE,A,10000,8.94,0,0.12,N,15,22316.6737,8,223,,
39,85000,RENT,7,EDUCATION,B,12000,10.74,0,0.14,N,13,46339.82742,7,463,,
49,75000,MORTGAGE,21,DEBTCONSOLIDATION,D,15600,17.27,1,0.21,N,11,86547.68998,2,865,,
41,75000,MORTGAGE,13,DEBTCONSOLIDATION,D,4800,15.58,1,0.06,Y,15,22792.08143,2,227,,
49,88000,RENT,11,VENTURE,A,12000,6.62,0,0.14,N,17,36119.23962,5,361,,
41,87000,MORTGAGE,4,PERSONAL,D,9000,16,0,0.1,N,12,29498.33385,4,294,,
47,87000,MORTGAGE,15,PERSONAL,A,10000,,0,0.11,N,11,72599.6697,8,725,,
46,87000,MORTGAGE,1,PERSONAL,C,20000,12.41,0,0.23,N,17,92592.85425,5,925,,
37,90000,RENT,15,PERSONAL,A,12000,7.51,0,0.13,N,13,86968.34026,7,869,,
40,87048,MORTGAGE,11,PERSONAL,A,17600,7.9,0,0.2,N,13,12841.42453,3,128,,
49,90000,RENT,3,EDUCATION,B,12000,,0,0.13,N,16,97112.6847,7,971,,
37,87950,MORTGAGE,3,EDUCATION,B,14250,11.89,0,0.16,N,14,32516.47426,6,325,,
36,93000,RENT,1,PERSONAL,C,12000,13.48,0,0.13,Y,12,79656.54714,2,796,,
37,88000,MORTGAGE,20,HOMEIMPROVEMENT,B,9925,,0,0.11,N,16,38673.79022,1,386,,
41,88000,MORTGAGE,5,HOMEIMPROVEMENT,A,4000,7.14,0,0.05,N,17,78370.43484,7,783,,
37,88000,MORTGAGE,21,VENTURE,A,12000,7.51,0,0.14,N,17,13072.68373,5,130,,
36,95000,RENT,2,PERSONAL,B,12000,10.99,0,0.13,N,11,69932.47833,8,699,,
